mlm_03915_00176198600	അവർ ദീർഘമായ കത്തിടപാടുകളിൽ ഏർപ്പെട്ടു
mlm_03915_01510821045	എനിക്ക് നിങ്ങള്‍ക്ക് ആവശ്യമെങ്കില്‍ കുറച്ചു പൈസ തരാന്‍ കഴിയും
mlm_02064_01655042012	എന്നാൽ അതു മാത്രമല്ല അതിന്റെ ഉദ്ദേശ്യം
mlm_07330_01531762846	ഞാൻ ഈ പട്ടണത്തിൽ തികച്ചും ഒരു അപരിചിതനാണ്
mlm_05535_01214413823	അത് എഡിറ്റ് പേജിൽ സ്ക്രിപ്റ്റ് ആയി ഉണ്ടല്ലോ
mlm_08822_01759740348	കൊട്ടാരക്കര പട്ടണം എന്ന വിഷയത്തെക്കുറിച്ച് അറിയണമെങ്കിൽ കൊട്ടാരക്കര എന്ന താൾ കാണുക
mlm_02501_01132917161	അഞ്ഞുറ്‌ മീറ്ററിൽ
mlm_04296_01965624155	അടിമവ്യവസ്ഥയെ ന്യായീകരിക്കാൻ അദ്ദേഹം ബൈബിളിലെ പഴയനിയമത്തെ ആശ്രയിച്ചു
mlm_02064_00895164869	എന്റെ കയ്യിൽ വളരെ കുറച്ച് വിവരങ്ങൾ ഉണ്ട്
mlm_03915_00110079611	ഇന്ന് ഒരു പ്രശസ്തമായ കലാ സാംസ്കാരിക കേന്ദ്രമാണ് ഈ മഠം
mlm_02745_01734020846	അവയെക്കുറിച്ചറിയാന്‍ ഭരത് നാനാര്‍ത്ഥങ്ങള്‍ എന്ന താള്‍ കാണുക
mlm_05535_01194792499	ആദിമസംസ്കാരങ്ങളിലെ ജ്യോതിശ്ശാസ്ത്രജ്ഞന്മാർ ചിട്ടയായ ആകാശനിരീക്ഷണങ്ങൾ നടത്തിയിരുന്നു
mlm_03993_01108677686	അതിൽ പലതും ഇന്നും പ്രവർത്തനനിരതമാണ്
mlm_03915_02103091520	ദേവന്‍ എന്ന ഒരു താള്‍ നിലവിലുണ്ട്
mlm_08822_00432964320	അതിനാൽ കൃഷി യോഗ്യമല്ലാത്ത സ്ഥലങ്ങളിൽ ജീവിക്കാൻ അവർ നിർബന്ധിതരായി
mlm_00572_01950021652	അദ്ദേഹത്തിന്റെ കീഴിൽ ആഴ്സണൽ ആദ്യ കിരീടങ്ങൾ നേടി
mlm_08777_00315577694	ഈ താളിലെ വിവരങ്ങൾ തർജ്ജമ ചെയ്യാൻ പാടില്ല
mlm_06515_01547699504	ചള്ളിയാൻ പറഞ്ഞത് ഒന്ന് ചെയ്തു നോക്കാം
mlm_05535_01809388080	അവ വളരെയധികം ഉബുണ്ടു ചായ്വുള്ളതും പലപ്പോഴും ഡെബിയനിൽ ഉപയോഗശൂന്യമാണെന്നും വിമർശനമുയർന്നിട്ടുണ്ട്
mlm_04296_01323058551	അമേരിക്ക ഒരിക്കലും യഥാർത്ഥത്തിലുള്ള പരിഷ്കരണം താല്പര്യപ്പെട്ടിരുന്നില്ല
mlm_02367_00326903157	ആ സ്ഥലത്താണ് ഇപ്പോൾ വൈക്കത്തെ സ്വകാര്യ ബസ് സ്റ്റാന്റ് നിലകൊള്ളുന്നത് എന്നു വിശ്വസിക്കപ്പെടുന്നു
mlm_09125_01582835278	തമിഴ്നാട് ഇന്ത്യയുടെ തെക്കേയറ്റത്തുള്ള സംസ്ഥാനമാണ്
mlm_09125_01342398061	അവയുടെ സ്മരണ ഉണർത്തുന്നതാണ് ഓണത്തല്ലും ചേരിപ്പോരും വേലകളിയും പടേനിയും മറ്റും
mlm_08822_00627229827	അതിനാൽ ചന്ദ്രനിൽ യഥാർത്ഥത്തിൽ എത്ര ജലം ഉണ്ട് എന്ന ചോദ്യത്തിന് ഇനിയും ഉത്തരമായിട്ടില്ല
mlm_00572_02041230585	അദ്ദേഹം തന്റെ പുതിയ വിദ്യാഭ്യാസപദ്ധതി അവതരിപ്പിച്ചു
mlm_08777_02084831178	ആദ്യമായി ചന്ദ്രോപരിതലം സ്പർശിച്ച മനുഷ്യനിർമിത വസ്തു ലൂണ രണ്ട് ആണ്
mlm_02501_02050673187	അറുനൂറ് മീറ്ററിൽ
mlm_08822_01667214225	അവ രണ്ടിന്റേയും ഉറവിടം ഒന്നുതന്നെയാകാം
mlm_03048_00780114878	പേരിന്റെ ഉറവിടത്തെക്കുറിച്ച് ചരിത്രകാരന്മാർക്കിടയിൽ വിഭിന്ന അഭിപ്രായങ്ങൾ നിലവിലുണ്ട്
mlm_03915_00404839837	തിരുവാതിര എന്ന വാക്കാല്‍ വിവക്ഷിക്കാവുന്ന ഒന്നിലധികം കാര്യങ്ങളുണ്ട്
mlm_06515_01759566303	ആ ഉപയോക്താവിന്റെ ഇംഗ്ലീഷ് വിക്കിയിലെ തിരുത്തലുകൾ ഇവിടെ കാണാം
mlm_09125_00912099785	അപ്പോൾ ഫ്രഞ്ച് ഉച്ചാരണം ആണ് വേണ്ടത്
mlm_00572_01095485400	അതിനുശേഷം പാപ്പയുടെ നേതൃത്വത്തിൽ പേപ്പൽ കുർബാന നടക്കുന്നു
mlm_03915_01363238626	പക്ഷെ അതിനെ കുറിച്ച് എനിക്കു ഒട്ടും അറിവില്ല
mlm_00950_01528318280	ആൺകുട്ടികളുടെ ചാവടികളിൽ മുതിർന്ന കുട്ടിയായിരിക്കും നേതാവ്.
mlm_00950_01872758923	ഇങ്ങനെ ഒരു പട്ടിക കൊണ്ട് എന്തു ഗുണം
mlm_06515_00586461850	ആന ഒരു ദിവസം സഞ്ചരിക്കുന്ന അത്രയും ദൂരം സഞ്ചരിക്കുന്ന മൃഗങ്ങൾ വളരെ കുറവാണ്
mlm_07330_01889499634	അത്തരം കുമ്പസാരങ്ങളിൽ പാപമോചനം സ്വകാര്യമായും അപ്പൊൾത്തന്നെയും ലഭിച്ചു
mlm_09125_00286418335	നിറം എന്ന വാക്കാൽ വിവക്ഷിക്കാവുന്ന ഒന്നിലധികം കാര്യങ്ങളുണ്ട്
mlm_02064_00158868028	അവിടുത്തെ ഒരു സ്കൂളിൽ പ്രധാന അദ്ധ്യാപകനായി ജോലിയിൽ പ്രവേശിച്ചു
mlm_02501_00807612130	മൂന് മൈലിൽ
mlm_03915_00315008982	അതിനായിട്ടാവണം അത് മുങ്ങിപ്പോകാതിരിക്കാനുള്ള മുൻ‌കരുതൽ എന്ന നിലയിൽ തീരത്തേക്കെത്തിയത്
mlm_03915_00355988502	അനസ്തേഷ്യയിലെ പരിശീലനം ബേക്കർക്ക് ഒരു നഴ്‌സിന്റെ ജോലി ചെയ്യാൻ സഹായകമായി
mlm_00950_00962436327	അതിന്റെ നിർമ്മാണവും ശില്പങ്ങളും മൈക്കെലാഞ്ചലോയുടെ മേൽനോട്ടത്തിലായിരുന്നു.
mlm_00572_01285555378	അത് ഇപ്പോഴും അങ്ങനെ തന്നെ തുടരുന്നു
mlm_00572_00356227032	ഇതു ചന്ദ്രനിൽ നിന്നു കാണാൻ പറ്റുമോ എന്ന് എനിക്കും ഇപ്പോൾ സംശയം ആയി
mlm_03048_00298042627	അന്താരാഷ്ട്ര സമൂഹത്തിൽ ഒറ്റപ്പെടുമെന്ന സാധ്യത നിമിത്തം പാകിസ്താൻ സമ്പദ് വ്യവസ്ഥ തകർന്നു
mlm_09171_01614791140	അതിന് കഴിയാത്തവരെ മദീനയിലെ പത്ത് പേരെ സാക്ഷരരാക്കിയാൽ മോചനം വാഗ്ദാനം ചെയ്തു
mlm_00269_00156195788	അമേരിക്കയിലെ ജനങ്ങൾ ആരാധിക്കുന്ന ലോകത്തിലെ പത്തു വനിതകളുടെ പട്ടികയിൽ മദർ തെരേസ ഉൾപ്പെട്ടിട്ടുണ്ട്
mlm_02064_01499277207	അതോടൊപ്പം ഈ താളും വായിച്ചുനോക്കുക
mlm_09171_00294598036	ആഫ്രിക്കൻ നാഷണൽ കോൺഗ്രസ്സിന് ധനസമ്പാദനത്തിനു വേണ്ടി മണ്ടേല ലോകപര്യടനം നടത്തിയിരുന്നു
mlm_00572_01238677039	അമേരിക്കയൂടെ സമശീതോഷ്ണവും വൈവിധ്യമാർന്നതുമായ കാലവസ്ഥയയണ് കൂടിയേറ്റക്കാരെ ആകർഷിച്ചത്
mlm_09125_01819296026	അതായത് ഭക്ഷണം കണ്ടെത്താനും സ്വന്തം രക്ഷയ്ക്കും മറ്റും ഒരു പൂച്ച മറ്റൊരു പൂച്ചയെ ആശ്രയിക്കില്ല
mlm_02501_00178020625	, തുടർന്ന്
mlm_02367_01940533132	അറബിമാസം ദുൽഹിജ്ജ് എട്ട് മുതൽ പന്ത്രണ്ട് വരെയാണ് ഹജ്ജ് കർമ്മം ചെയ്യേണ്ട ദിവസങ്ങൾ
mlm_00950_00797066241	അവിടെ വിവിധ ജനവിഭാഗങ്ങൾ ഒത്തുകൂടി.
mlm_02367_00087420208	അമേരിക്കയെ പിന്തള്ളി ക്യൂബയാണ് മെഡൽനിലയിൽ ഒന്നാമതെത്തിയത്
mlm_05535_01046176514	ഈ പരിപാടി കുറച്ചു നാൾ ആയി തുടരുന്നു
mlm_08822_00354297132	അവരുടെ പ്രധാന പ്രസിദ്ധീകരണങ്ങളിൽ ചിലത് താഴെ നൽകിയിരിക്കുന്നു
mlm_02745_00335148277	ഇത് വലിയ വള്ളങ്ങളിൽ മേൽക്കൂര കെട്ടി അകത്ത് സൗകര്യങ്ങളോട് കൂടി പണിത വള്ളങ്ങളാണ്
mlm_08822_00675480223	എന്റെ മാതാപിതാക്കൾ രണ്ടുപേരും ഇപ്പോൾ വീട്ടിലുണ്ട്
mlm_03048_01400638964	അവൾ ഊഗോയെ അടുത്തുള്ള പള്ളിയിലെ ഒരു സഹായിയായി ചേർത്തു
mlm_02745_00828738176	അമേരിക്ക ക്യൂബയിൽ ഒരു പട്ടാള അട്ടിമറി നടത്തിയേക്കാമെന്ന് കാസ്ട്രോ ഭയപ്പെട്ടിരുന്നു
mlm_03915_00464419408	അര‍ങ്ങേറ്റക്കാരനായ വഖാർ യൂനിസ് അദ്ദേഹത്തെ ബൗൾഡാക്കി
mlm_02501_01692259879	ഒന്നര കിലോമീറ്ററിൽ
mlm_09171_00216538282	അമ്മയുടെ പുകവലി കുട്ടിയുടെ ഭ്രൂണാവസ്ഥയിലെ ശ്വാസകോശവളർച്ചയെ ബാധിക്കുമെന്ന് പഠനങ്ങൾ സൂചിപ്പിക്കുന്നു
mlm_08822_01096160569	അദ്ദേഹത്തിന്റെ പ്രേമബന്ധങ്ങൾ മിക്കവയും യുവാക്കളുമായായിരുന്നു
mlm_00572_02016796124	ദക്ഷിണ യൂറോപ്പിലെ ഒരു രാജ്യമാണ് ഇറ്റലി
mlm_08777_01226209460	മേനോൻ ആണ് ഇപ്പോൾ ഇതിന്റെ എഡിറ്റർ
mlm_00269_00356211519	അതിനെക്കുറിച്ച് യാതൊരാൾക്കും അറിവുണ്ടായിരുന്നില്ല
mlm_00572_01763178907	കേരള സംഗീതത്തിന്റെ ചക്രവർത്തി എന്നു അറിയപ്പെടുന്നു
mlm_07330_01610347977	അമ്മയുടെ മരണവാർത്തയാണ് അദ്ദേഹത്തെ ഇന്ത്യയിൽ എതിരേറ്റത്
mlm_00572_00886256092	താങ്കളുടെ ശ്രദ്ധ പ്രസ്തുത ലേഖനത്തിലേക്ക് ക്ഷണിക്കുന്നു
mlm_02064_02143567205	അമോധാരി ഇരുപത്തഞ്ചുവർഷം മൈക്കെലാഞ്ചലോയെ വിശ്വസ്തയോടെ സേവിച്ചു
mlm_00572_00429409876	കോട്ടയം ജില്ലയിലുള്ള ഒരു ചെറിയ പട്ടണമാണ് പൂഞ്ഞാർ
mlm_03915_00299758940	അതിൽ എന്നെ ആശ്വസിപ്പിക്കുന്ന ഒരു വാക്യം ഞാൻ കണ്ടെത്തും
mlm_09125_01107386616	അതേ സമയം വളരെയധികം ഛിന്നഗ്രഹങ്ങളുണ്ടെന്ന് അറിയുന്ന കാര്യമാണ്
mlm_03048_00823745218	ആ ലക്കം മാസികയുടെ പുറംചിത്രവും മദർതെരേസയുടേതായിരുന്നു
mlm_00950_01957521950	ആനയെ മെരുക്കി പാപ്പാന് കീഴിലാക്കുന്നതിനെ ആനയെ മെരുക്കൽ എന്നു പറയുന്നു.
mlm_08822_01512039516	ഷിജു പറഞ്ഞ താളുകളിൽ മലയാളം ഇല്ല എന്നത് ശരി തന്നെ
mlm_09125_00509830712	അനന്തരവനായ മാർത്താണ്ഡവർമ്മയോട് അതിയായ സ്നേഹവാത്സല്യങ്ങൾ കാണിച്ചിരുന്ന ആളായിരുന്നു അദേഹം
mlm_03048_01621102789	അടുത്ത പ്രധാന വിനോദസഞ്ചാരകേന്ദ്രമായ കൊടൈക്കനാലിലേക്ക് ഇരുന്നൂറ്റി മുപ്പത്തിയാറ് കി മീ ദൂരമാണ് ഉള്ളത്
mlm_02745_01066892241	ശക്തന്‍ തമ്പുരാന്‍ ഇവരില്‍ നിന്ന് കൂടുതല്‍ നികുതി ആവശ്യപ്പെട്ടു
mlm_09171_00547196775	എങ്കിലും ഈ പുസ്തകത്തിന്റെ ആധികാരികത പലരും ചോദ്യം ചെയ്യുന്നു
mlm_03915_01360892573	ആറുമീറ്റർ ഉയരമുള്ള മണ്ഡപത്തിൽ പടുത്തുയർത്തിയ സമചതുരാകൃതിയിലുള്ള ഒരു ക്ഷേത്രമാണിത്
mlm_09125_01563765738	അലങ്കാരങ്ങൾക്കൊപ്പം ക്രിസ്തുമസ് മരത്തിൽ സമ്മാനപ്പൊതികൾ തൂക്കിയിടുന്ന രീതിയും പ്രചാരത്തിലുണ്ട്
mlm_02745_01239264710	റോമാ സാമ്രാജ്യം എന്ന വാക്കാല്‍ വിവക്ഷിക്കാവുന്ന ഒന്നിലധികം കാര്യങ്ങളുണ്ട്
mlm_09125_01420366087	അനുകൂലിക്കുന്നു വളരെ നല്ല ചിത്രം തന്നെ
mlm_03915_00565843960	ആർട്ടിക് സമുദ്രത്തോടു ചേർന്നുകിടക്കുന്ന വടക്കു കിഴക്കൻ സംസ്ഥാനങ്ങളിൽ തണുത്ത ദിനങ്ങളാണധികവും
mlm_02501_00939871481	നാവിഗേഷൻ ആരംഭിച്ചു
mlm_09171_01794849344	ഈ സമയത്താണ് തന്റെ സാഹിത്യ ജീവിതം അദ്ദേഹം ആരംഭിക്കുന്നത്
mlm_03915_01069965956	അവതരിപ്പിക്കാനുള്ള സൗകര്യത്തിനു വേണ്ടി കുറച്ച് കാര്യങ്ങൾ പരമ്പരയിൽ കൂട്ടിച്ചേർത്തിരുന്നു
mlm_00572_00977051927	അനുഭവങ്ങൾക്ക് എന്തും എഴുതിവക്കാൻ പാകത്തിലുള്ള മെഴുകല്ല നമ്മുടെ മനസ്സ്
mlm_00572_00423028704	ഈ താളിലെ സംവാദം ദയവായി ശ്രദ്ധിക്കുക
mlm_05535_01562805777	താങ്കൾ പറയുന്ന ആശയം തന്നെയാണ് എനിക്കും ഉള്ളത്
mlm_04296_00672169614	മലബാർ പ്രദേശം മദിരാശി സംസ്ഥാനത്തിന്റെ ഭാഗമായി ബ്രിട്ടീഷുകാരുടെ നേരിട്ടുള്ള ഭരണത്തിനു കീഴിലായിരുന്നു
mlm_05535_00744334201	അതുകൊണ്ട് അദ്ദേഹം തീരുമാനങ്ങൾ ഹുക്കർക്കും ലില്ലിനും വിട്ടുകൊടുത്തു
mlm_03048_00853992932	അല്പം എരിവും പുളിവും കലർന്ന ആഹാരരീതിയാണ് കേരളീയരുടേത്
mlm_04296_00548740905	അങ്ങനെ ശ്രീലങ്ക ഥേരവാദ ബുദ്ധമതത്തിന്റെ ശക്തികേന്ദ്രമായി മാറി
mlm_02064_01994920540	ഇതു കുടിക്കുന്നതോടെ സത്യാഗ്രഹം അവസാനിക്കും എന്നായിരുന്നു ബ്രിട്ടീഷുകാർ കരുതിയിരുന്നത്
mlm_09171_01921764811	ആദ്യവർഷങ്ങളിൽ വാർഷിക ലാഭത്തിന്റെ അഞ്ചു ശതമാനം കൊടുക്കാമെന്നായിരുന്നു വാഗ്ദാനം
mlm_02745_01130166802	ആനകൾ വരുമ്പോൾ അത് ഈ കുഴിയിൽ വീഴുന്നു
mlm_06515_01203776095	ആഭ്യന്തരയുദ്ധത്തിനുമുമ്പ് ബെന്നിന്റെ ഗോത്രം അദ്ദേഹത്തിന്റെ പ്രാധാന്യം എടുത്തുകാട്ടി
mlm_03048_00546324149	ആ വർഷാന്ത്യം ഫുട്ബോളിന്റെ ആദ്യത്തെ നിയമ പട്ടിക പുറത്തിറങ്ങി
mlm_02367_00712190940	അലങ്കാരങ്ങളിൽ ആനകളും അവയുടെ പുറത്തിരിക്കുന്ന സ്ത്രീപുരുഷ രൂപങ്ങളുമാണുള്ളത്
mlm_04296_00957317645	അതിനാൽത്തന്നെ അവ ചെറുതാവുകയല്ല വലുതാവുകയാണ്‌ ചെയ്യുന്നത്
mlm_08777_00748796129	ഇംഗ്ലീഷ് എന്ന വാക്കാൽ വിവക്ഷിക്കാവുന്ന ഒന്നിലധികം കാര്യങ്ങളുണ്ട്
mlm_03915_01771308482	വ്യക്തമായ കാരണങ്ങള്‍ ഇല്ലാതെ ആരെയും ബ്ലോക്ക് ചെയ്യരുത് എന്ന് അപേക്ഷ
mlm_08822_02014557812	ആനയുടെ പല്ലുകൾ താഴെനിന്നു മുകളിലേക്ക് വളരുകയല്ല ചെയ്യാറ്
mlm_09125_01152885217	ഗാന്ധിജി എന്ന വ്യക്തിയെ പറ്റി എഴുതുമ്പോൾ വിമർശനം എന്ന ഭാഗം അത്യാവശ്യം തന്നെ
mlm_03048_01398944653	അകത്തേ അറയുടെ നാലു വശത്തായി നാലു ആർച്ചുകൾ സ്ഥിതി ചെയ്യുന്നു
mlm_05535_00159291935	അസോസിയേഷൻ ഫുട്ബോൾ എന്നതും മറ്റൊരു പേരാണ്
mlm_03048_01813346912	അതിന്റെ ആദ്യലക്കം ആയിരത്തിയെഴുന്നൂറ്റിയമ്പത്തിയാറ് മാർച്ച് പത്തൊമ്പതാം തിയതി പുറത്തിറങ്ങി
mlm_02064_00073258782	അത് വീണ്ടും രണ്ടായി മാറി രണ്ട് ഭാഗങ്ങളായി തീർന്ന് ഇന്ന് നിൽക്കുന്ന സ്ഥാനങ്ങളിലെത്തി
mlm_05535_00690145597	മഹാവിഷ്ണു ആണ് ഇവിടത്തെ പ്രധാന പ്രതിഷ്ഠ
mlm_04296_01900167692	അവിടെ കുടുംബസ്വത്തിന്റെ ഭാഗമായ ടങ്ങ്സ്ടൻ ഖനികളിൽ അദ്ദേഹം ജോലിചെയ്തു
mlm_08777_00991432142	അത് കൊണ്ട് തന്നെആയിരിക്കണം ഇവിടെ സന്ദർശകർ ഏറിവരുന്നത്
mlm_08777_00488303304	അവിടെ കടപ്പുറത്ത് ഉപ്പുണ്ടാക്കി ഗാന്ധിയും അനുയായികളും നിയമം ലംഘിച്ചു
mlm_02367_01296131190	അഞ്ചാമത്തെ വ്യവസ്ഥകൾ ഒഴിവാക്കാം എന്നു കരുതുന്നു
mlm_08822_01649085632	അനേകം സംസ്കാരങ്ങൾ ഒത്തുചേർന്ന ഒരു നഗരമാണ് മദീന
mlm_09125_00563838465	ആവശ്യമുള്ളപ്പോഴെല്ലാം കടുത്ത ഭാഷയിലുള്ള വിമർശനങ്ങളുയർത്തിയിരുന്നു
mlm_05535_01303783231	അഫ്ഗാനിസ്താന്റെ തൊട്ടുവടക്കുള്ള തുർക്കിസ്താൻ ഈ വർഷം റഷ്യയുടെ നിയന്ത്രണത്തിലായിരുന്നു
mlm_03048_00281960996	പുതിയ കാമറ വാങ്ങി എന്ന് തോന്നുന്നു
mlm_03993_01463446072	അതിന്റെ മുഖം ശ്രീകോവിലിലേക്കാണ്‌‍
mlm_00950_00774775458	അന്നത്തെ സുപ്രീം കോടതി ജഡ്ജിയായിരുന്ന കാർലോസ് പിയദ്രയെ പുതിയ പ്രസിഡന്റായി നിയമിച്ചു.
mlm_03915_01978904261	അപ്രകാരം സംഭവിക്കുന്നത് ഊർജ്ജസംരക്ഷണനിയമത്തിനും സംവേഗസംരക്ഷണനിയമത്തിനും എതിരാകും
mlm_03048_00774427189	അത് തനിക്കു തിരികെ തരുകയില്ലെന്ന് വാക്കുതരണമെന്നും അദ്ദേഹം അവരോടാവശ്യപ്പെട്ടു
mlm_03048_01637133769	അഡ്വഞ്ചേഴ്സ് ഓഫ് ആൻ ഓഫീസർ ഇൻ ദ സെർവീസ് ഓഫ് രഞ്ജിത് സിങ് എന്നായിരുന്നു ഇതിന്റെ പേര്
mlm_02501_01777151676	ആയിരം അടിയിൽ
mlm_00572_00893713496	ഈ ടെമ്പ്ലേറ്റ് ഞാൻ ചാലക്കുടി അങ്കമാലി എന്നീ പേജുകളിൽ ഉപയോഗിച്ചു
mlm_02745_01789283394	അച്ചടക്കമില്ലാത്ത ക്രിസ്ത്യൻ സമൂഹം എന്നാണ് വില്ല്യം ആദ്യം അവരെ പറ്റി ധരിച്ചത്
mlm_05535_00265822571	അതുകൊണ്ട് പൊള്ളോക്ക് ഹെൻറിയെ ജലാലാബാദിലേക്ക് വിളിപ്പിച്ചു
mlm_03915_01623902956	അത് ഓരോ ഭൂവുടമയുടെയും ഉടമസ്ഥാവകാശം തൊള്ളായിരത്തി തൊണ്ണൂറ്റി മൂന്ന് ഏക്കറിൽ പരിമിതപ്പെടുത്തി
mlm_03048_00654334132	അന്നത്തെ നമ്പൂതിരി പാഠ്യശാലകൾ ശാലൈ എന്നാണ് അറിയപ്പെട്ടിരുന്നത്
mlm_02501_01435026437	രണ്ടായി പിരിയുന്നയിടത്ത് ഇടത്തേക്ക് പോകുക
mlm_00950_00720407132	അദ്ദേഹത്തിന്റെ കഠിനമായ അച്ചടക്കനടപടികളിൽ ശാരീരിക ശിക്ഷകളും ഉൾപ്പെട്ടിരുന്നു.
mlm_02367_00813838333	അതിഗഹനമായ വേദസുക്തങ്ങളും മന്ത്രങ്ങളും സാധാരണക്കാരന് അപ്രാപ്യമാണ്
mlm_09171_01122058840	അല്ലെങ്കിൽ അത് സഭയുടെ താളിലേക്ക് മാറ്റാം
mlm_00572_00493168465	തെക്കേ ഇന്ത്യയിലെ ഏറ്റവും പ്രശസ്തമായ ഗണപതി ക്ഷേത്രങ്ങളിൽ ഒന്നാണ് ഇത്
mlm_03915_01431227661	അത് വയറിൽ കുടുങ്ങി രോഗങ്ങളോ മരണമോ ഒക്കെയും സംഭവിക്കാൻ സാധ്യതയുണ്ട്
mlm_03048_00035167294	അതുപോലെ കരിങ്കൽ തൂണുകളിൽ മനോഹരമായ കൊത്തുപണികളും കാണാം
mlm_02367_00374656075	പടിഞ്ഞാറൻ ഇന്ത്യയിലെ ഒരു നദിയാണ് മാഹി
mlm_03993_01717291423	ആനകൾ മൃഗശാലകളിലും ദേശീയോദ്യാനങ്ങളിലും പ്രദർശിപ്പിച്ചുവരുന്നു
mlm_02367_01141986004	അവന്റെ അഭിപ്രായം ഒരു പരിധി വരെ ശരിയാണ്
mlm_06515_00852691177	ആദ്യവർഷം പഠിക്കാനുള്ള വിഷയങ്ങളിൽ നിയമം കൂടി ഉൾപ്പെട്ടിരുന്നു
mlm_05535_00134006648	സംശയങ്ങൾ ഉണ്ടെങ്കിൽ എന്റെ സംവാദം പേജ് എഡിറ്റ് ചെയ്ത് ഒരു കുറിപ്പ് ഇടുക
mlm_00269_00312304708	സാംസ്കാരിക രംഗത്തെ മഹത്തായ നാല് സംഭാവനകൾ നൽകിയിട്ടുണ്ട് അങ്കമാലി
mlm_02367_01305162413	അവിയലും സാമ്പാറും പിന്നീട് വന്നതാണ്
mlm_00572_01059991807	അറബിയിതര ഭാഷകളിൽ സ്ഥാപനത്തിന്റെ പേരുകൾ വലുതാക്കി എഴുതി വെക്കാൻ പാടില്ല
mlm_00269_01485107701	മുരളി എന്ന പേരിലാണ് സാധാരണ അറിയപ്പെടുന്നത്
mlm_08777_01688169272	അത് കോടതിയിൽ അന്ന് വീണ്ടും ചോദ്യം ചെയ്യപ്പെട്ടു
mlm_02367_00529265384	ആദ്യമായാണ് സച്ചിന് കാണികളിൽ നിന്ന് ഇത്തരമൊരു പ്രതികരണം നേരിടേണ്ടിവന്നത്
